datetime_AEST,datetime_local,location_id,location_name,BSP,NO2,O3,PM10,VWS,VWD,Sigma,SWS,DBT,SWD
2020-07-28 03:00:00,2020-07-28 03:00:00,10022,Dandenong,15.785,15.68,15.088,16.481,3.499,136.084,15.483,3.607,11.112,137.22
2020-07-28 04:00:00,2020-07-28 04:00:00,10022,Dandenong,16.022,12.842,16.42,17.729,2.36,155.003,17.981,2.469,10.565,154.52
2020-07-28 05:00:00,2020-07-28 05:00:00,10022,Dandenong,22.781,17.046,11.399,26.913,2.34,194.763,18.317,2.464,10.54,195.64
2020-07-28 06:00:00,2020-07-28 06:00:00,10022,Dandenong,26.823,25.285,6,33.989,2.704,186.437,16.458,2.806,11.178,186.69
2020-07-28 07:00:00,2020-07-28 07:00:00,10022,Dandenong,31.047,21.99,8.319,37.549,3.2,176.652,16.631,3.321,12.081,177.19
2020-07-28 08:00:00,2020-07-28 08:00:00,10022,Dandenong,33.465,16.251,14.869,38.31,3.866,158.551,19.527,4.056,12.654,158.67
2020-07-28 09:00:00,2020-07-28 09:00:00,10022,Dandenong,28.286,10.6,20.391,35.768,3.587,153.593,20.69,3.799,13.208,153.81
2020-07-28 10:00:00,2020-07-28 10:00:00,10022,Dandenong,23.443,8.95,21.985,33.073,3.923,150.967,20.537,4.15,13.742,151.9
2020-07-28 11:00:00,2020-07-28 11:00:00,10022,Dandenong,18.866,7.858,22.986,25.97,3.557,140.418,17.415,3.699,14.242,141.46
2020-07-28 12:00:00,2020-07-28 12:00:00,10022,Dandenong,19.803,11.116,21.393,24.249,3.283,131.278,17.226,3.419,15.187,131.3
2020-07-28 13:00:00,2020-07-28 13:00:00,10022,Dandenong,18.038,13.026,19.149,22.476,2.525,146.968,24.733,2.734,15.373,148.82
2020-07-28 14:00:00,2020-07-28 14:00:00,10022,Dandenong,14.958,8.877,22.795,21.164,2.627,156.559,24.554,2.853,15.364,157.37
2020-07-28 15:00:00,2020-07-28 15:00:00,10022,Dandenong,14.609,10.41,21.545,21.922,2.71,173.396,20.125,2.861,14.379,172.56
2020-07-28 16:00:00,2020-07-28 16:00:00,10022,Dandenong,15.63,9.39,20.464,21.882,2.637,160.797,21.211,2.805,13.287,160.57
2020-07-28 17:00:00,2020-07-28 17:00:00,10022,Dandenong,17.991,10.683,18.523,22.009,2.054,156.792,24.358,2.227,12.426,161.89
2020-07-28 18:00:00,2020-07-28 18:00:00,10022,Dandenong,18.415,11.649,17.564,24.101,0.838,206.396,37.384,1.022,11.557,212.78
2020-07-28 19:00:00,2020-07-28 19:00:00,10022,Dandenong,21.662,14.76,12.938,21.762,0.914,179.869,42.082,1.254,11.769,185.02
2020-07-28 20:00:00,2020-07-28 20:00:00,10022,Dandenong,23.409,15.309,11.323,21.73,1.794,118.368,17.339,1.857,11.637,114.97
2020-07-28 21:00:00,2020-07-28 21:00:00,10022,Dandenong,20.718,11.207,14.917,18.979,0.806,104.939,25.093,0.872,10.542,106.2
2020-07-28 22:00:00,2020-07-28 22:00:00,10022,Dandenong,18.092,11.518,12.892,14.597,0.443,209.076,46.248,0.644,9.484,204.92
2020-07-28 23:00:00,2020-07-28 23:00:00,10022,Dandenong,22.142,16.604,5.314,17.074,0.459,178.78,59.721,0.707,9.006,164.62
2020-07-29 00:00:00,2020-07-29 00:00:00,10022,Dandenong,24.993,20.197,0.6,18.003,0.676,117.172,52.481,0.881,8.993,130.49
2020-07-29 01:00:00,2020-07-29 01:00:00,10022,Dandenong,,,,19.359,0.752,46.939,50.107,1.09,8.929,105.72
2020-07-29 02:00:00,2020-07-29 02:00:00,10022,Dandenong,32.533,13.06,4.781,11.991,0.759,224.18,36.707,0.91,8.7,214.93
2020-07-29 03:00:00,2020-07-29 03:00:00,10022,Dandenong,26.308,14.21,3.364,11.082,0.475,16.931,69.513,0.792,8.229,135.44
2020-07-29 04:00:00,2020-07-29 04:00:00,10022,Dandenong,30.697,15.349,0.552,13.068,0.58,312.221,43.028,0.676,8.395,271.52
2020-07-29 05:00:00,2020-07-29 05:00:00,10022,Dandenong,33.164,17.155,0.249,15.219,1.014,57.135,22.597,1.084,8.866,58.96
2020-07-29 06:00:00,2020-07-29 06:00:00,10022,Dandenong,34.706,19.356,0.302,16.721,1.275,33.798,16.839,1.33,8.63,39.16
2020-07-29 07:00:00,2020-07-29 07:00:00,10022,Dandenong,52.967,21.387,0.452,19.253,1.381,344.657,28.573,1.579,9.654,232.23
2020-07-29 08:00:00,2020-07-29 08:00:00,10022,Dandenong,63.39,19.647,2.982,17.704,1.316,352.157,25.383,1.425,10.925,209.58
2020-07-29 09:00:00,2020-07-29 09:00:00,10022,Dandenong,58.369,20.156,5.101,15.305,1.407,5.084,30.155,1.609,11.745,157.21
2020-07-29 10:00:00,2020-07-29 10:00:00,10022,Dandenong,53.333,15.328,12.679,11.112,1.654,323.957,24.599,1.809,12.528,289.12
2020-07-29 11:00:00,2020-07-29 11:00:00,10022,Dandenong,46.852,13.817,13.335,13.593,1.962,301.543,26.3,2.163,13.776,291.58
2020-07-29 12:00:00,2020-07-29 12:00:00,10022,Dandenong,44.174,14.02,15.188,15.04,1.898,273.063,30.391,2.109,14.782,272.5
2020-07-29 13:00:00,2020-07-29 13:00:00,10022,Dandenong,56.666,18.62,13.131,23.534,1.781,271.163,28.168,1.972,15.236,270.32
2020-07-29 14:00:00,2020-07-29 14:00:00,10022,Dandenong,56.076,21.267,12.084,29.957,1.31,322.48,45.331,1.79,15.681,230.21
2020-07-29 15:00:00,2020-07-29 15:00:00,10022,Dandenong,28.331,17.378,16.686,20.269,1.319,289.142,27.248,1.486,15.916,288.39
2020-07-29 16:00:00,2020-07-29 16:00:00,10022,Dandenong,22.408,20.851,13.37,18.866,1.761,243.202,19.151,1.841,13.394,248.98
2020-07-29 17:00:00,2020-07-29 17:00:00,10022,Dandenong,32.962,30.09,3.854,30.822,0.866,349.482,44.218,1.108,12.173,189.11
2020-07-29 18:00:00,2020-07-29 18:00:00,10022,Dandenong,44.721,33.178,0.68,31.397,0.836,352.21,49.23,1.003,12.791,203.15
2020-07-29 19:00:00,2020-07-29 19:00:00,10022,Dandenong,49.688,31.592,0.747,28.617,1.343,357.036,13.349,1.374,12.506,210.11
2020-07-29 20:00:00,2020-07-29 20:00:00,10022,Dandenong,52.961,32.14,0.934,29.031,1.359,349.842,18.632,1.425,12.656,240.93
2020-07-29 21:00:00,2020-07-29 21:00:00,10022,Dandenong,56.898,30.364,0.948,27.021,2.319,285.927,19.961,2.44,12.664,286.86
2020-07-29 22:00:00,2020-07-29 22:00:00,10022,Dandenong,29.39,21.231,5.391,20.925,2.319,294.972,12.913,2.375,11.676,295.64
2020-07-29 23:00:00,2020-07-29 23:00:00,10022,Dandenong,17.562,6.717,16.015,13.026,2.069,298.13,13.811,2.127,11.708,298.17
2020-07-30 00:00:00,2020-07-30 00:00:00,10022,Dandenong,16.06,4.691,18.12,13.893,2.298,283.628,13.151,2.354,11.448,284.24
2020-07-30 01:00:00,2020-07-30 01:00:00,10022,Dandenong,,,,14.055,1.719,292.907,15.046,1.776,10.487,293.24
2020-07-30 02:00:00,2020-07-30 02:00:00,10022,Dandenong,15.386,4.966,17.81,13.774,1.665,297.07,17.082,1.739,10.096,297.15
2020-07-30 03:00:00,2020-07-30 03:00:00,10022,Dandenong,15.642,5.438,16.849,12.386,0.972,299.852,56.236,1.156,9.953,253.1
2020-07-30 04:00:00,2020-07-30 04:00:00,10022,Dandenong,16.21,7.143,14.666,13.347,1.106,283.307,28.819,1.195,9.582,272.06
2020-07-30 05:00:00,2020-07-30 05:00:00,10022,Dandenong,18.726,15.892,7.593,16.636,0.95,302.084,35.424,1.139,8.945,281.38
2020-07-30 06:00:00,2020-07-30 06:00:00,10022,Dandenong,33.923,21.542,2.262,19.427,1.154,335.717,19.739,1.225,8.755,296.85
2020-07-30 07:00:00,2020-07-30 07:00:00,10022,Dandenong,44.317,23.528,0.573,22.756,0.992,321.814,22.842,1.068,9.377,301.83
2020-07-30 08:00:00,2020-07-30 08:00:00,10022,Dandenong,59.509,20.328,2.702,27.781,1.371,304.357,33.601,1.605,10.979,282.59
2020-07-30 09:00:00,2020-07-30 09:00:00,10022,Dandenong,57.443,15.311,8.137,26.189,2.138,261.381,19.661,2.258,12.51,262.29
2020-07-30 10:00:00,2020-07-30 10:00:00,10022,Dandenong,40.481,10.926,14.706,26.148,1.805,262.733,25.756,1.966,13.482,262.6
2020-07-30 11:00:00,2020-07-30 11:00:00,10022,Dandenong,33.753,7.016,20.926,23.921,1.789,243.522,33.273,2.065,14.723,240.9
2020-07-30 12:00:00,2020-07-30 12:00:00,10022,Dandenong,22.895,4.37,27.204,23.466,2.644,237.557,22.694,2.834,15.011,237.78
2020-07-30 13:00:00,2020-07-30 13:00:00,10022,Dandenong,19.503,4.592,29.303,25.551,3.145,234.449,16.992,3.269,14.932,234.06
2020-07-30 14:00:00,2020-07-30 14:00:00,10022,Dandenong,18.471,5.462,28.943,25.114,2.638,222.902,18.024,2.76,15,223.2
2020-07-30 15:00:00,2020-07-30 15:00:00,10022,Dandenong,19.318,9.907,25.769,28.795,2.47,244.358,13.977,2.539,13.928,245.09
2020-07-30 16:00:00,2020-07-30 16:00:00,10022,Dandenong,20.498,9.27,25.366,30.224,0.991,249.661,19.9,1.024,11.932,252.06
2020-07-30 17:00:00,2020-07-30 17:00:00,10022,Dandenong,24.033,21.635,14.387,31.479,0.51,95.928,35.989,0.606,10.26,99.44
2020-07-30 18:00:00,2020-07-30 18:00:00,10022,Dandenong,39.544,35.422,1.138,39.66,0.775,51.333,10.891,0.787,9.231,51.86
2020-07-30 19:00:00,2020-07-30 19:00:00,10022,Dandenong,52.19,35.096,1.079,39.466,0.705,34.06,21.192,0.744,8.116,48.51
2020-07-30 20:00:00,2020-07-30 20:00:00,10022,Dandenong,49.585,29.606,1.053,33.831,0.595,42.64,29.918,0.64,7.684,69.26
2020-07-30 21:00:00,2020-07-30 21:00:00,10022,Dandenong,65.87,30.821,1.56,34.232,0.981,33.497,11.815,1.002,6.996,34.52
2020-07-30 22:00:00,2020-07-30 22:00:00,10022,Dandenong,85.634,27.622,1.754,40.321,1.44,20.699,9.834,1.46,7.017,24.05
2020-07-30 23:00:00,2020-07-30 23:00:00,10022,Dandenong,71.826,24.874,0.956,33.045,2.104,14.469,11.313,2.144,7.173,49.75
2020-07-31 00:00:00,2020-07-31 00:00:00,10022,Dandenong,91.688,25.782,1.558,37.361,0.657,356.931,53.607,0.867,5.962,199.93
2020-07-31 01:00:00,2020-07-31 01:00:00,10022,Dandenong,,,,35.741,0.396,4.01,75.631,0.617,4.868,159.61
2020-07-31 02:00:00,2020-07-31 02:00:00,10022,Dandenong,83.566,21.148,0.982,30.605,0.977,0.723,14.396,1.008,4.232,188.55
2020-07-31 03:00:00,2020-07-31 03:00:00,10022,Dandenong,72.659,18.069,0.625,25.41,1.04,16.117,19.494,1.084,4.476,80.11
2020-07-31 04:00:00,2020-07-31 04:00:00,10022,Dandenong,53.701,14.756,1.172,20.756,0.805,11.905,27.708,0.866,4.708,110
2020-07-31 05:00:00,2020-07-31 05:00:00,10022,Dandenong,41.186,13.591,0.993,16.003,0.653,325.996,40.731,0.831,4.183,256.98
2020-07-31 06:00:00,2020-07-31 06:00:00,10022,Dandenong,39.495,17.85,0.328,19.345,0.775,10.381,20.255,0.822,3.995,93.33
2020-07-31 07:00:00,2020-07-31 07:00:00,10022,Dandenong,41.792,21.945,0.472,24.61,1.154,15.952,17.092,1.197,5.653,72.92
2020-07-31 08:00:00,2020-07-31 08:00:00,10022,Dandenong,36.231,21.075,0.887,23.499,1.658,13.94,20.644,1.748,8.49,91.95
2020-07-31 09:00:00,2020-07-31 09:00:00,10022,Dandenong,33.051,20.854,2.271,27.582,2.557,13.968,17.798,2.665,11.547,85.61
2020-07-31 10:00:00,2020-07-31 10:00:00,10022,Dandenong,23.156,13.823,9.854,14.069,2.308,357.22,23.262,2.481,13.402,190.42
2020-07-31 11:00:00,2020-07-31 11:00:00,10022,Dandenong,20.527,8.146,18.179,18.88,1.764,338.726,33.336,2.037,14.769,236.03
2020-07-31 12:00:00,2020-07-31 12:00:00,10022,Dandenong,19.405,6.616,22.819,16.854,1.417,354.516,33.761,1.655,15.938,184.15
2020-07-31 13:00:00,2020-07-31 13:00:00,10022,Dandenong,16.962,5.488,25.32,15.906,1.572,278.194,44.962,2.113,16.52,272.31
2020-07-31 14:00:00,2020-07-31 14:00:00,10022,Dandenong,21.625,11.775,20.868,24.356,2.212,204.12,19.828,2.324,15.292,202.52
2020-07-31 15:00:00,2020-07-31 15:00:00,10022,Dandenong,28.996,17.008,15.618,34.875,0.743,201.425,36.506,0.845,14.271,204.4
2020-07-31 16:00:00,2020-07-31 16:00:00,10022,Dandenong,32.434,22.003,11.62,34.247,0.462,101.912,41.069,0.617,12.211,114.26
2020-07-31 17:00:00,2020-07-31 17:00:00,10022,Dandenong,42.338,34.779,1.384,47.628,0.925,32.317,33.588,1.064,11.141,73.28
2020-07-31 18:00:00,2020-07-31 18:00:00,10022,Dandenong,58.592,33.903,1.015,48.071,2.139,5.032,14.559,2.206,11.751,138.01
2020-07-31 19:00:00,2020-07-31 19:00:00,10022,Dandenong,42.755,23.569,3.172,25.751,2.361,10.282,16.003,2.442,11.58,95.54
2020-07-31 20:00:00,2020-07-31 20:00:00,10022,Dandenong,35.26,15.621,9.079,20,1.911,5.144,18.082,1.995,10.946,141.82
2020-07-31 21:00:00,2020-07-31 21:00:00,10022,Dandenong,36.414,13.841,10.111,20.18,1.907,6.543,16.214,1.978,10.419,126.4
2020-07-31 22:00:00,2020-07-31 22:00:00,10022,Dandenong,35.511,13.458,10.586,17.599,1.8,351.226,19.214,1.89,9.966,242.56
2020-07-31 23:00:00,2020-07-31 23:00:00,10022,Dandenong,32.914,11.965,12.131,16.806,2.2,357.004,17.624,2.295,10.273,195.76
2020-08-01 00:00:00,2020-08-01 00:00:00,10022,Dandenong,23.365,6.861,17.331,13.501,2.179,351.905,18.006,2.272,10.335,235.34
2020-08-01 01:00:00,2020-08-01 01:00:00,10022,Dandenong,,,,13.234,2.517,348.143,16.786,2.611,10.011,265.08
2020-08-01 02:00:00,2020-08-01 02:00:00,10022,Dandenong,18.401,3.97,18.434,12.365,3.048,358.021,15.507,3.146,9.944,198.43
2020-08-01 03:00:00,2020-08-01 03:00:00,10022,Dandenong,20.236,4.287,18.178,12.68,3.239,3.242,15.235,3.343,9.953,147.4
2020-08-01 04:00:00,2020-08-01 04:00:00,10022,Dandenong,17.834,3.878,18.143,12.213,3.506,4.625,15.543,3.621,10.089,144.01
2020-08-01 05:00:00,2020-08-01 05:00:00,10022,Dandenong,18.185,5.042,16.549,13.624,4.185,7.458,14.101,4.303,10.052,111.93
2020-08-01 06:00:00,2020-08-01 06:00:00,10022,Dandenong,20.761,6.778,16.061,13.071,4.635,8.747,14.399,4.771,10.056,98.6
2020-08-01 07:00:00,2020-08-01 07:00:00,10022,Dandenong,30.756,8.088,14.812,16.965,4.796,10.594,15.086,4.944,11.262,88.78
2020-08-01 08:00:00,2020-08-01 08:00:00,10022,Dandenong,34.902,7.554,16.857,17.892,4.742,5.041,16.767,4.924,12.722,133.55
2020-08-01 09:00:00,2020-08-01 09:00:00,10022,Dandenong,25.37,6.114,18.729,17.083,4.23,2.982,17.628,4.406,13.762,150.5
2020-08-01 10:00:00,2020-08-01 10:00:00,10022,Dandenong,21.325,5.578,19.76,15.452,4.648,358.381,17.156,4.832,15.722,195.57
2020-08-01 11:00:00,2020-08-01 11:00:00,10022,Dandenong,18.618,3.298,24.293,15.927,4.726,350.944,19.067,4.96,16.73,229.98
2020-08-01 12:00:00,2020-08-01 12:00:00,10022,Dandenong,17.808,3.184,26.477,18.018,5.284,345.608,18.782,5.547,16.95,265.87
2020-08-01 13:00:00,2020-08-01 13:00:00,10022,Dandenong,16.575,2.779,28.711,18.141,4.91,351.616,17.921,5.117,17.126,241.38
2020-08-01 14:00:00,2020-08-01 14:00:00,10022,Dandenong,16.188,2.625,28.854,18.471,4.495,354.168,18.563,4.7,16.846,216.89
2020-08-01 15:00:00,2020-08-01 15:00:00,10022,Dandenong,16.079,2.81,28.14,18.61,4.122,354.067,18.571,4.3,16.112,226.91
2020-08-01 16:00:00,2020-08-01 16:00:00,10022,Dandenong,17.153,3.408,26.355,16.996,3.506,359.411,18.561,3.667,14.846,175.85
2020-08-01 17:00:00,2020-08-01 17:00:00,10022,Dandenong,20.082,5.006,23.314,18.603,3.187,5.703,18.101,3.317,13.56,132.09
2020-08-01 18:00:00,2020-08-01 18:00:00,10022,Dandenong,33.261,6.841,19.582,21.487,3.703,12.633,15.143,3.822,12.711,77.37
2020-08-01 19:00:00,2020-08-01 19:00:00,10022,Dandenong,28.897,8.947,17.71,18.854,4.036,14.011,13.652,4.141,12.263,62.06
2020-08-01 20:00:00,2020-08-01 20:00:00,10022,Dandenong,33.727,8.098,17.949,20.262,4.415,7.788,14.348,4.544,12.18,104.43
2020-08-01 21:00:00,2020-08-01 21:00:00,10022,Dandenong,23.351,5.257,20.48,14.107,5.066,8.008,13.9,5.202,12.097,102.78
2020-08-01 22:00:00,2020-08-01 22:00:00,10022,Dandenong,19.229,4.13,21.681,13.627,5.384,13.391,12.66,5.504,12.32,57.92
2020-08-01 23:00:00,2020-08-01 23:00:00,10022,Dandenong,19.638,2.974,23.435,12.755,4.624,6.344,14.906,4.771,12.158,118.77
2020-08-02 00:00:00,2020-08-02 00:00:00,10022,Dandenong,18.002,2.412,23.934,12.271,4.581,6.648,14.26,4.714,11.84,116.41
2020-08-02 01:00:00,2020-08-02 01:00:00,10022,Dandenong,,,,11.471,4.141,2.122,16.907,4.297,11.462,164.17
2020-08-02 02:00:00,2020-08-02 02:00:00,10022,Dandenong,14.879,1.669,23.769,11.498,3.592,356.828,16.811,3.722,11.275,204.55
2020-08-02 03:00:00,2020-08-02 03:00:00,10022,Dandenong,14.878,1.887,23.928,11.086,3.79,2.295,16.583,3.93,11.062,160.32
2020-08-02 04:00:00,2020-08-02 04:00:00,10022,Dandenong,14.302,1.873,23.847,11.301,2.704,354.188,19.013,2.839,10.594,218.57
2020-08-02 05:00:00,2020-08-02 05:00:00,10022,Dandenong,13.86,2.239,22.981,12.618,2.734,353.82,18.648,2.854,10.277,224.2
2020-08-02 06:00:00,2020-08-02 06:00:00,10022,Dandenong,14.17,3.203,21.701,12.005,2.451,352.596,17.46,2.547,9.973,232.41
2020-08-02 07:00:00,2020-08-02 07:00:00,10022,Dandenong,14.098,4.388,20.2,11.815,2.544,356.494,18.19,2.649,11.291,202.19
2020-08-02 08:00:00,2020-08-02 08:00:00,10022,Dandenong,13.791,5.407,19.896,11.535,3.485,357.647,18.824,3.644,13.508,196.67
2020-08-02 09:00:00,2020-08-02 09:00:00,10022,Dandenong,13.446,4.615,21.998,12.187,3.827,351.258,18.947,4.007,14.992,239.07
2020-08-02 10:00:00,2020-08-02 10:00:00,10022,Dandenong,12.94,2.478,24.438,12.272,3.764,337.676,20.574,3.995,16.135,282.7
2020-08-02 11:00:00,2020-08-02 11:00:00,10022,Dandenong,12.795,2.805,25.32,10.843,3.748,323.167,20.913,3.961,16.984,299.49
2020-08-02 12:00:00,2020-08-02 12:00:00,10022,Dandenong,11.172,2.366,26.559,9.123,3.737,344.803,20.611,3.95,17.822,264.81
2020-08-02 13:00:00,2020-08-02 13:00:00,10022,Dandenong,10.493,2.416,27.117,8.621,3.308,351.723,20.723,3.494,18.343,231.31
2020-08-02 14:00:00,2020-08-02 14:00:00,10022,Dandenong,10.68,2.698,26.543,14.278,3.76,348.563,18.728,3.934,18.118,256.79
2020-08-02 15:00:00,2020-08-02 15:00:00,10022,Dandenong,10.907,2.725,25.745,7.951,3.048,339.051,19.528,3.206,17.562,289.95
2020-08-02 16:00:00,2020-08-02 16:00:00,10022,Dandenong,11.816,3.562,23.95,10.356,2.586,330.883,20.327,2.742,15.954,302.58
2020-08-02 17:00:00,2020-08-02 17:00:00,10022,Dandenong,15.76,5.391,21.783,15.31,1.481,291.167,17.436,1.549,13.949,290.93
2020-08-02 18:00:00,2020-08-02 18:00:00,10022,Dandenong,26.495,13.477,14.351,20.35,1.449,316.15,10.902,1.472,12.355,314.58
2020-08-02 19:00:00,2020-08-02 19:00:00,10022,Dandenong,39.939,25.361,4.4,23.584,1.387,331.955,20.521,1.472,11.918,280.85
2020-08-02 20:00:00,2020-08-02 20:00:00,10022,Dandenong,51.367,21.91,4.933,22.684,1.228,348.967,19.403,1.306,10.834,221.93
2020-08-02 21:00:00,2020-08-02 21:00:00,10022,Dandenong,53.456,23.506,2.91,22.499,0.565,20.638,38.111,0.677,9.916,159.25
2020-08-02 22:00:00,2020-08-02 22:00:00,10022,Dandenong,55.326,21.63,2.135,20.958,1.578,341.69,21.947,1.689,10.682,253.47
2020-08-02 23:00:00,2020-08-02 23:00:00,10022,Dandenong,47.841,15.964,7.308,16.827,1.372,308.691,13.533,1.412,10.587,305.22
2020-08-03 00:00:00,2020-08-03 00:00:00,10022,Dandenong,33.263,11.296,11.578,14.222,1.02,303.939,15.676,1.059,8.027,302.8
2020-08-03 01:00:00,2020-08-03 01:00:00,10022,Dandenong,,,,16.889,2.641,312.965,12.734,2.698,9.406,311.07
2020-08-03 02:00:00,2020-08-03 02:00:00,10022,Dandenong,38.83,14.39,5.572,17.916,3.141,306.695,15.243,3.237,11.244,306.58
2020-08-03 03:00:00,2020-08-03 03:00:00,10022,Dandenong,19.213,5.353,18.486,7.056,2.973,292.32,16.939,3.103,10.337,293.23
2020-08-03 04:00:00,2020-08-03 04:00:00,10022,Dandenong,23.222,8.309,14.057,14.003,2.383,320.709,14.3,2.449,9.465,316.94
2020-08-03 05:00:00,2020-08-03 05:00:00,10022,Dandenong,25.889,17.777,5.829,15.468,2.153,335.684,16.137,2.231,9.559,308.57
2020-08-03 06:00:00,2020-08-03 06:00:00,10022,Dandenong,21.135,21.376,3.413,15.287,2.09,334.532,17.729,2.179,10.005,304.35
2020-08-03 07:00:00,2020-08-03 07:00:00,10022,Dandenong,24.713,24.743,0.769,18.338,2.29,332.396,18.125,2.394,10.808,303.33
2020-08-03 08:00:00,2020-08-03 08:00:00,10022,Dandenong,21.69,21.553,3.24,15.091,2.882,327.222,17.836,3.002,11.806,309.14
2020-08-03 09:00:00,2020-08-03 09:00:00,10022,Dandenong,23.184,15.631,8.077,16.082,3.073,320.368,19.918,3.235,13.192,308.58
2020-08-03 10:00:00,2020-08-03 10:00:00,10022,Dandenong,22.21,12.121,12.993,18.835,3.895,297.227,17.437,4.07,13.751,296.38
2020-08-03 11:00:00,2020-08-03 11:00:00,10022,Dandenong,11.704,9.057,22.011,12.969,3.855,297.158,19.073,4.064,14.518,297.16
2020-08-03 12:00:00,2020-08-03 12:00:00,10022,Dandenong,8.009,4.874,27.914,10.119,3.92,294.336,21.042,4.161,14.932,293.1
2020-08-03 13:00:00,2020-08-03 13:00:00,10022,Dandenong,7.072,4.873,28.872,10.081,3.431,262.851,21.555,3.679,14.806,264.35
2020-08-03 14:00:00,2020-08-03 14:00:00,10022,Dandenong,7.661,7.113,26.787,16.35,3.847,257.167,15.245,3.977,14.093,257.27
2020-08-03 15:00:00,2020-08-03 15:00:00,10022,Dandenong,6.454,6.475,25.254,12.378,2.882,276.045,16.705,2.996,13.558,276.15
2020-08-03 16:00:00,2020-08-03 16:00:00,10022,Dandenong,5.805,8.699,22.106,9.17,2.409,280.139,15.185,2.485,13.319,280.11
2020-08-03 17:00:00,2020-08-03 17:00:00,10022,Dandenong,6.02,9.972,20.058,10.783,3.94,259.146,15.646,4.08,11.307,259.77
2020-08-03 18:00:00,2020-08-03 18:00:00,10022,Dandenong,17.694,5.226,24.04,17.391,3.558,259.672,15.592,3.688,10.755,259.99
2020-08-03 19:00:00,2020-08-03 19:00:00,10022,Dandenong,18.165,4.029,27.204,10.148,2.702,271.226,18.527,2.834,9.654,272.42
2020-08-03 20:00:00,2020-08-03 20:00:00,10022,Dandenong,10.492,3.823,27.897,11.935,1.876,313.854,20.416,1.983,8.869,304.05
2020-08-03 21:00:00,2020-08-03 21:00:00,10022,Dandenong,10.61,7.112,23.353,10.208,1.924,328.546,18.556,2.016,8.97,307.81
2020-08-03 22:00:00,2020-08-03 22:00:00,10022,Dandenong,11.564,7.021,21.786,8.186,2.805,311.122,16.964,2.91,9.501,308.18
2020-08-03 23:00:00,2020-08-03 23:00:00,10022,Dandenong,10.349,9.194,19.297,8.149,4.288,294.976,15.488,4.438,9.577,295.39
2020-08-04 00:00:00,2020-08-04 00:00:00,10022,Dandenong,7.353,5.638,24.67,5.952,4.298,292.293,13.443,4.415,8.801,292.39
2020-08-04 01:00:00,2020-08-04 01:00:00,10022,Dandenong,,,,8.659,5.115,283.334,14.124,5.266,8.525,283.34
2020-08-04 02:00:00,2020-08-04 02:00:00,10022,Dandenong,6.7,1.445,29.469,12.006,3.734,276.698,22.612,4.034,6.753,278.18
2020-08-04 03:00:00,2020-08-04 03:00:00,10022,Dandenong,4.269,1.708,27.23,9.042,3.804,264.229,19.538,4.004,6.062,265.81
2020-08-04 04:00:00,2020-08-04 04:00:00,10022,Dandenong,2.373,2.282,31.541,3.452,3.677,303.098,15.131,3.795,6.065,302.47
2020-08-04 05:00:00,2020-08-04 05:00:00,10022,Dandenong,3.697,8.514,24.727,5.096,3.688,299.611,15.508,3.823,5.745,299.19
2020-08-04 06:00:00,2020-08-04 06:00:00,10022,Dandenong,3.544,13.313,20.716,5.284,3.1,320.63,17.204,3.229,5.312,311.11
2020-08-04 07:00:00,2020-08-04 07:00:00,10022,Dandenong,4.937,21.542,13.431,6.974,4.093,306.012,20.752,4.341,6.058,304.54
2020-08-04 08:00:00,2020-08-04 08:00:00,10022,Dandenong,5.894,17.465,15.235,8.342,5.46,290.261,15.297,5.639,6.645,290.55
2020-08-04 09:00:00,2020-08-04 09:00:00,10022,Dandenong,4.324,6.949,26.458,8.545,5.693,283.447,17.595,5.958,7.628,283.93
2020-08-04 10:00:00,2020-08-04 10:00:00,10022,Dandenong,4.329,6.046,28.291,12.27,6.557,256.561,15.349,6.786,7.138,257.04
2020-08-04 11:00:00,2020-08-04 11:00:00,10022,Dandenong,4.42,5.686,31.426,11.643,4.529,259.964,21.345,4.849,6.315,263.91
2020-08-04 12:00:00,2020-08-04 12:00:00,10022,Dandenong,4.397,6.687,31.71,9.571,4.766,280.032,15.973,4.943,8.42,279.75
2020-08-04 13:00:00,2020-08-04 13:00:00,10022,Dandenong,4.005,4.953,31.404,5.953,3.818,290.662,19.655,4.032,8.15,290.33
2020-08-04 14:00:00,2020-08-04 14:00:00,10022,Dandenong,5.681,8.765,27.163,10.636,4.463,252.644,22.95,4.8,9.735,253.65
2020-08-04 15:00:00,2020-08-04 15:00:00,10022,Dandenong,8.306,7.479,28.618,10.882,5.069,231.396,18.474,5.295,9.006,229.97
2020-08-04 16:00:00,2020-08-04 16:00:00,10022,Dandenong,10.876,7.988,28.339,20.704,2.387,243.957,36.393,2.84,6.401,254.17
2020-08-04 17:00:00,2020-08-04 17:00:00,10022,Dandenong,7.799,9.887,26.215,13.934,3.77,270.565,16.409,3.917,6.523,271.11
2020-08-04 18:00:00,2020-08-04 18:00:00,10022,Dandenong,7.147,6.683,28.465,12.323,4.668,251.729,23.992,5.07,5.64,255.61
2020-08-04 19:00:00,2020-08-04 19:00:00,10022,Dandenong,5.947,4.117,32.364,8.968,3.668,257.174,21.241,3.933,5.253,261.32
2020-08-04 20:00:00,2020-08-04 20:00:00,10022,Dandenong,5.126,3.867,33.55,9.544,1.771,306.519,24.63,1.899,4.086,289.6
