datetime_AEST,datetime_local,location_id,location_name,BSP,NO2,O3,PM10,VWS,VWD,Sigma,SWS,DBT,SWD
2020-01-08 19:00:00,2020-01-08 20:00:00,10022,Dandenong,32.778,4.426,19.211,15.702,3.314,174.093,16.573,3.439,21.962,174.32
2020-01-08 20:00:00,2020-01-08 21:00:00,10022,Dandenong,28.53,7.6,13.126,10.694,2.51,157.634,20.013,2.659,20.199,158.21
2020-01-08 21:00:00,2020-01-08 22:00:00,10022,Dandenong,27.283,9.234,8.678,-1.066,2.294,148.745,22.054,2.457,19.7,151.43
2020-01-08 22:00:00,2020-01-08 23:00:00,10022,Dandenong,19.946,10.51,9.245,10.842,3.191,126.29,12.447,3.263,19.65,126.19
2020-01-08 23:00:00,2020-01-09 00:00:00,10022,Dandenong,23.425,9.409,10.015,5.44,3.673,133.329,13.194,3.763,18.833,133.49
2020-01-09 00:00:00,2020-01-09 01:00:00,10022,Dandenong,,,,7.792,3.826,132.775,13.632,3.927,18.179,133.02
2020-01-09 01:00:00,2020-01-09 02:00:00,10022,Dandenong,71.333,16.408,4.531,24.878,4.105,132.971,14.139,4.221,18.044,133.2
2020-01-09 02:00:00,2020-01-09 03:00:00,10022,Dandenong,66.281,13.886,6.135,14.131,3.841,131.231,14.208,3.947,18.138,130.98
2020-01-09 03:00:00,2020-01-09 04:00:00,10022,Dandenong,45.047,9.187,8.513,15.713,3.926,127.184,12.801,4.022,18.289,127.3
2020-01-09 04:00:00,2020-01-09 05:00:00,10022,Dandenong,36.736,10.652,6.348,21.245,4.125,130.162,13.244,4.225,18.293,130.15
2020-01-09 05:00:00,2020-01-09 06:00:00,10022,Dandenong,17.198,11.792,6.56,13.006,3.412,113.642,14.66,3.511,18.339,112.15
2020-01-09 06:00:00,2020-01-09 07:00:00,10022,Dandenong,9.748,6.336,11.971,0.386,2.099,90.702,21.395,2.228,19.597,87.87
2020-01-09 07:00:00,2020-01-09 08:00:00,10022,Dandenong,15.138,3.471,15.369,-0.746,1.908,80.362,26.471,2.102,21.547,79.92
2020-01-09 08:00:00,2020-01-09 09:00:00,10022,Dandenong,21.215,2.86,18.958,1.885,0.887,43.425,64.045,1.501,23.084,136.57
2020-01-09 09:00:00,2020-01-09 10:00:00,10022,Dandenong,23.666,4.094,22.159,4.287,0.564,29.87,75.079,1.228,24.663,159.99
2020-01-09 10:00:00,2020-01-09 11:00:00,10022,Dandenong,35.12,4.527,29.44,-0.481,0.617,51.093,69.513,1.122,26.852,137.64
2020-01-09 11:00:00,2020-01-09 12:00:00,10022,Dandenong,162.699,4.094,38.638,37.131,0.882,73.289,65.303,1.426,29.036,119.63
2020-01-09 12:00:00,2020-01-09 13:00:00,10022,Dandenong,264.096,4.536,54.183,76.083,0.734,245.916,75.463,1.498,30.57,212.23
2020-01-09 13:00:00,2020-01-09 14:00:00,10022,Dandenong,151.521,11.134,55.88,61.585,3.486,226.115,17.434,3.637,30.961,225.76
2020-01-09 14:00:00,2020-01-09 15:00:00,10022,Dandenong,106.694,13.066,49.685,41.163,3.677,227.341,16.232,3.817,30.578,226.85
2020-01-09 15:00:00,2020-01-09 16:00:00,10022,Dandenong,238.659,9.892,44.713,85.948,3.264,150.648,35.924,3.817,31.67,157.72
2020-01-09 16:00:00,2020-01-09 17:00:00,10022,Dandenong,279.927,12.568,36.23,111.901,4.754,125.198,13.922,4.885,30.705,125.18
2020-01-09 17:00:00,2020-01-09 18:00:00,10022,Dandenong,266.398,10.646,33.878,104.539,4.522,114.114,13.462,4.641,29.722,113.11
2020-01-09 18:00:00,2020-01-09 19:00:00,10022,Dandenong,235.729,8.554,31.039,79.047,3.572,110.416,13.883,3.667,28.38,109.21
2020-01-09 19:00:00,2020-01-09 20:00:00,10022,Dandenong,178.996,8.642,26.332,54.5,3.013,107.965,13.372,3.088,26.8,107.18
2020-01-09 20:00:00,2020-01-09 21:00:00,10022,Dandenong,139.04,11.534,19.916,45.225,2.365,110.485,12.054,2.414,25.304,109.73
2020-01-09 21:00:00,2020-01-09 22:00:00,10022,Dandenong,120.617,19.702,9.5,51.783,1.814,120.43,12.26,1.854,23.912,120.22
2020-01-09 22:00:00,2020-01-09 23:00:00,10022,Dandenong,107.787,14.299,9.637,41.278,1.695,114.086,11.795,1.729,22.661,113.58
2020-01-09 23:00:00,2020-01-10 00:00:00,10022,Dandenong,99.578,18.981,3.808,51.399,0.7,122.52,35.492,0.749,21.69,132.95
2020-01-10 00:00:00,2020-01-10 01:00:00,10022,Dandenong,,,,41.334,0.328,121.287,31.904,0.373,20.593,125.2
2020-01-10 01:00:00,2020-01-10 02:00:00,10022,Dandenong,209.673,18.601,4.805,50.763,1.066,29.759,30.093,1.174,21.123,65.31
2020-01-10 02:00:00,2020-01-10 03:00:00,10022,Dandenong,382.98,6.376,37.709,40.178,3.937,18.058,14.131,4.046,24.421,56.76
2020-01-10 03:00:00,2020-01-10 04:00:00,10022,Dandenong,322.133,5.769,45.397,71.869,5.668,12.68,12.914,5.803,25.996,66
2020-01-10 04:00:00,2020-01-10 05:00:00,10022,Dandenong,170.863,5.66,35.521,63.284,5.926,10.395,13.869,6.088,26.632,88.4
2020-01-10 05:00:00,2020-01-10 06:00:00,10022,Dandenong,123.001,8.156,30.278,56.467,5.319,5.868,14.547,5.481,26.413,120.51
2020-01-10 06:00:00,2020-01-10 07:00:00,10022,Dandenong,104.989,9.193,30.772,62.405,5.903,4.63,14.265,6.073,26.851,133.45
2020-01-10 07:00:00,2020-01-10 08:00:00,10022,Dandenong,95.869,11.406,29.689,64.219,3.753,338.035,26.186,4.176,27.669,272.68
2020-01-10 08:00:00,2020-01-10 09:00:00,10022,Dandenong,88.357,7.574,36.511,57.638,3.451,318.046,22.34,3.71,29.831,305.97
2020-01-10 09:00:00,2020-01-10 10:00:00,10022,Dandenong,82.833,8.714,37.477,73.509,5.249,302.241,16.643,5.446,30.807,301.15
2020-01-10 10:00:00,2020-01-10 11:00:00,10022,Dandenong,79.531,7.826,37.496,70.287,5.063,318.61,19.372,5.327,29.971,308.81
2020-01-10 11:00:00,2020-01-10 12:00:00,10022,Dandenong,74.996,6.816,41.453,62.697,5.014,341.442,18.422,5.25,30.982,286.88
2020-01-10 12:00:00,2020-01-10 13:00:00,10022,Dandenong,70.134,6.504,44.814,57.97,4.106,316.338,18.874,4.299,31.708,309.59
2020-01-10 13:00:00,2020-01-10 14:00:00,10022,Dandenong,78.964,8.048,39.327,124.722,5.491,240.921,39.36,6.486,27.171,252.94
2020-01-10 14:00:00,2020-01-10 15:00:00,10022,Dandenong,27.538,4.27,19.519,9.374,8.373,218.468,13.723,8.607,18.159,217.82
2020-01-10 15:00:00,2020-01-10 16:00:00,10022,Dandenong,17.924,4.023,16.019,0.218,5.924,219.661,15.35,6.123,15.634,220.04
2020-01-10 16:00:00,2020-01-10 17:00:00,10022,Dandenong,16.927,6.188,15.227,9.634,3.065,252.672,27.869,3.422,15.013,254.73
2020-01-10 17:00:00,2020-01-10 18:00:00,10022,Dandenong,8.118,3.929,21.291,-9.148,3.459,257.204,19.218,3.628,13.946,256.89
2020-01-10 18:00:00,2020-01-10 19:00:00,10022,Dandenong,6.802,4.257,19.198,-1.124,3.356,261.767,18.588,3.521,13.877,263.12
2020-01-10 19:00:00,2020-01-10 20:00:00,10022,Dandenong,6.084,5.368,15.351,3.563,1.664,269.714,28.617,1.834,14.321,275.68
2020-01-10 20:00:00,2020-01-10 21:00:00,10022,Dandenong,7.971,6.596,13.01,2.289,2.022,300.682,17.135,2.106,14.56,300.31
2020-01-10 21:00:00,2020-01-10 22:00:00,10022,Dandenong,7.241,6.94,10.864,-1.491,1.986,306.785,17.859,2.072,14.52,304.34
2020-01-10 22:00:00,2020-01-10 23:00:00,10022,Dandenong,10.251,7.756,9.019,6.412,2.225,299.109,19.364,2.341,14.553,298.38
2020-01-10 23:00:00,2020-01-11 00:00:00,10022,Dandenong,14.766,4.326,9.704,-3.789,2.472,280.845,23.348,2.683,14.831,280.98
2020-01-11 00:00:00,2020-01-11 01:00:00,10022,Dandenong,,,,1.854,3.26,252.442,13.548,3.349,15.311,252.55
2020-01-11 01:00:00,2020-01-11 02:00:00,10022,Dandenong,15.219,1.415,13.758,-3.153,3.831,247.805,13.578,3.931,15.333,247.85
2020-01-11 02:00:00,2020-01-11 03:00:00,10022,Dandenong,15.47,1.319,14.249,15.753,3.919,250.33,14.516,4.038,15.442,250.33
2020-01-11 03:00:00,2020-01-11 04:00:00,10022,Dandenong,17.203,1.474,13.7,21.306,4.77,241.337,14.353,4.914,15.58,241.9
2020-01-11 04:00:00,2020-01-11 05:00:00,10022,Dandenong,16.279,2.128,12.932,11.07,4.653,229.65,13.756,4.776,15.523,230.24
2020-01-11 05:00:00,2020-01-11 06:00:00,10022,Dandenong,15.898,2.655,13.174,-5.6,4.323,216.384,14.664,4.461,15.358,216.58
2020-01-11 06:00:00,2020-01-11 07:00:00,10022,Dandenong,14.361,2.348,15.506,22.548,4.354,217.178,15.558,4.509,15.402,216.84
2020-01-11 07:00:00,2020-01-11 08:00:00,10022,Dandenong,16.681,3.63,15.591,9.981,4.201,206.927,17.383,4.376,15.729,206.33
2020-01-11 08:00:00,2020-01-11 09:00:00,10022,Dandenong,16.887,4.246,16.377,22.12,3.641,210.392,17.967,3.808,16.009,209.93
2020-01-11 09:00:00,2020-01-11 10:00:00,10022,Dandenong,16.116,3.316,17.108,18.044,4.251,218.275,16.077,4.407,16.447,217.72
2020-01-11 10:00:00,2020-01-11 11:00:00,10022,Dandenong,18.09,2.363,18.318,16.408,5.149,216.339,16.084,5.345,17.247,216.01
2020-01-11 11:00:00,2020-01-11 12:00:00,10022,Dandenong,18.352,2.093,18.689,20.351,5.096,222.787,15.788,5.283,17.286,221.87
2020-01-11 12:00:00,2020-01-11 13:00:00,10022,Dandenong,18.328,1.685,19.694,23.191,4.892,205.95,20.006,5.191,18.765,205.26
2020-01-11 13:00:00,2020-01-11 14:00:00,10022,Dandenong,20.096,1.382,20.525,28.911,4.891,215.039,18.735,5.143,19.277,214.36
2020-01-11 14:00:00,2020-01-11 15:00:00,10022,Dandenong,21.049,1.253,19.849,25.571,5.005,212.45,16.519,5.202,19.676,212.43
2020-01-11 15:00:00,2020-01-11 16:00:00,10022,Dandenong,22.671,1.788,19.304,29.61,4.978,221.63,16.328,5.166,19.662,220.81
2020-01-11 16:00:00,2020-01-11 17:00:00,10022,Dandenong,19.719,1.214,18.306,23.24,5.73,222.669,14.915,5.92,18.584,222.26
2020-01-11 17:00:00,2020-01-11 18:00:00,10022,Dandenong,15.991,1.419,15.516,16.27,5.152,217.044,14.171,5.3,17.85,216.81
2020-01-11 18:00:00,2020-01-11 19:00:00,10022,Dandenong,10.973,1.428,14.784,24.766,4.395,202.071,17.553,4.594,17.474,202.16
2020-01-11 19:00:00,2020-01-11 20:00:00,10022,Dandenong,11.975,1.887,13.88,21.073,4.42,190.613,14.046,4.543,15.665,190.48
2020-01-11 20:00:00,2020-01-11 21:00:00,10022,Dandenong,14.893,3.054,12.317,8.425,3.211,192.241,17.109,3.336,15.426,193.43
2020-01-11 21:00:00,2020-01-11 22:00:00,10022,Dandenong,10.645,2.252,12.941,19.078,3.074,194.759,15.268,3.177,15.073,194.74
2020-01-11 22:00:00,2020-01-11 23:00:00,10022,Dandenong,11.606,3.745,10.929,5.931,2.275,182.723,16.173,2.354,14.875,182.49
2020-01-11 23:00:00,2020-01-12 00:00:00,10022,Dandenong,13.36,2.455,12.131,15.893,2.877,176.381,17.173,2.996,15.016,175.56
2020-01-12 00:00:00,2020-01-12 01:00:00,10022,Dandenong,,,,8.916,2.356,183.476,16.549,2.448,14.977,182.8
2020-01-12 01:00:00,2020-01-12 02:00:00,10022,Dandenong,14.95,3.133,11.118,11.661,2.49,186.312,16.348,2.583,15.049,185.47
2020-01-12 02:00:00,2020-01-12 03:00:00,10022,Dandenong,12.089,1.844,13.425,1.151,2.496,192.081,15.303,2.58,15.168,192.62
2020-01-12 03:00:00,2020-01-12 04:00:00,10022,Dandenong,12.567,2.918,11.426,16.228,1.903,184.015,17.605,1.985,14.799,183
2020-01-12 04:00:00,2020-01-12 05:00:00,10022,Dandenong,13.017,2.575,12.359,16.67,1.63,175.836,20.099,1.721,14.685,175.16
2020-01-12 05:00:00,2020-01-12 06:00:00,10022,Dandenong,13.855,2.586,12.328,19.75,1.454,167.577,19.847,1.533,14.156,167.63
2020-01-12 06:00:00,2020-01-12 07:00:00,10022,Dandenong,9.339,2.045,13.578,11.265,2.15,183.879,15.87,2.22,15.429,184.03
2020-01-12 07:00:00,2020-01-12 08:00:00,10022,Dandenong,7.001,1.458,15.034,5.265,2.868,149.028,21.783,3.062,17.281,149.87
2020-01-12 08:00:00,2020-01-12 09:00:00,10022,Dandenong,7.327,1.533,15.422,14.567,2.32,169.154,26.077,2.553,17.102,168.66
2020-01-12 09:00:00,2020-01-12 10:00:00,10022,Dandenong,6.804,1.985,14.618,5.656,2.643,187.959,24.221,2.874,17.213,187.45
2020-01-12 10:00:00,2020-01-12 11:00:00,10022,Dandenong,5.856,2.504,14.879,6.219,3.012,133.368,24.869,3.292,18.791,134.82
2020-01-12 11:00:00,2020-01-12 12:00:00,10022,Dandenong,6.48,3.194,16.088,10.133,2.374,133.151,31.91,2.69,19.088,136.14
2020-01-12 12:00:00,2020-01-12 13:00:00,10022,Dandenong,5.714,1.252,18.578,10.969,2.449,157.211,28.158,2.727,20.274,156.77
2020-01-12 13:00:00,2020-01-12 14:00:00,10022,Dandenong,5.476,1.366,17.717,11.386,2.553,197.605,33.721,2.91,20.878,192.46
2020-01-12 14:00:00,2020-01-12 15:00:00,10022,Dandenong,7.669,2.741,17.085,6.038,3.152,142.948,28.649,3.502,22.221,144.7
2020-01-12 15:00:00,2020-01-12 16:00:00,10022,Dandenong,7.303,2.155,17.823,15.511,3.106,150.126,26.541,3.412,22.385,149.99
2020-01-12 16:00:00,2020-01-12 17:00:00,10022,Dandenong,6.676,1.562,17.691,14.844,3.831,162.655,23.711,4.157,21.913,162.61
2020-01-12 17:00:00,2020-01-12 18:00:00,10022,Dandenong,7.57,1.647,16.533,14.827,3.581,161.809,23.655,3.873,21.195,161.97
2020-01-12 18:00:00,2020-01-12 19:00:00,10022,Dandenong,7.734,1.622,15.405,16.536,3.811,160.72,20.758,4.054,19.139,160.78
2020-01-12 19:00:00,2020-01-12 20:00:00,10022,Dandenong,8.715,2.163,14.527,11.001,2.809,157.316,21.172,2.983,17.508,157.89
2020-01-12 20:00:00,2020-01-12 21:00:00,10022,Dandenong,10.974,3.473,12.774,16.113,2.533,153.868,21.011,2.69,16.193,154.24
2020-01-12 21:00:00,2020-01-12 22:00:00,10022,Dandenong,15.434,8.065,9.73,18.298,3.347,136.003,16.026,3.467,15.6,136.75
2020-01-12 22:00:00,2020-01-12 23:00:00,10022,Dandenong,15.219,7.19,9.705,12.95,4.18,127.004,13.356,4.288,15.05,127.04
2020-01-12 23:00:00,2020-01-13 00:00:00,10022,Dandenong,14.019,4.535,9.485,10.748,3.017,120.132,16.918,3.121,14.302,118.26
2020-01-13 00:00:00,2020-01-13 01:00:00,10022,Dandenong,,,,7.927,2.49,119.913,16.078,2.572,13.869,118.79
2020-01-13 01:00:00,2020-01-13 02:00:00,10022,Dandenong,8.223,3.386,9.914,2.825,1.808,104.435,21.215,1.907,13.711,99.24
2020-01-13 02:00:00,2020-01-13 03:00:00,10022,Dandenong,8.264,4.814,7.291,4.22,0.972,62.575,31.415,1.117,13.015,69.13
2020-01-13 03:00:00,2020-01-13 04:00:00,10022,Dandenong,10.049,6.74,2.828,4.615,0.876,28.563,24.166,0.944,12.293,54.8
2020-01-13 04:00:00,2020-01-13 05:00:00,10022,Dandenong,12.347,9.717,0.976,12.15,1.681,17.197,17.665,1.743,12.423,65.4
2020-01-13 05:00:00,2020-01-13 06:00:00,10022,Dandenong,13.252,12.382,0.393,13.812,1.512,23.951,15.924,1.56,12.602,40.34
2020-01-13 06:00:00,2020-01-13 07:00:00,10022,Dandenong,15.835,13.059,0.916,14.532,0.973,38.012,23.025,1.039,13.89,53.08
2020-01-13 07:00:00,2020-01-13 08:00:00,10022,Dandenong,16.379,12.109,1.971,15.921,0.894,79.861,32.194,1.024,15.634,81.42
2020-01-13 08:00:00,2020-01-13 09:00:00,10022,Dandenong,47.365,13.919,3.31,25.355,0.712,114.893,46.472,0.936,18.034,118.6
2020-01-13 09:00:00,2020-01-13 10:00:00,10022,Dandenong,361.99,14.011,16.987,68.04,1.014,15.355,62.538,1.343,22.369,142.73
2020-01-13 10:00:00,2020-01-13 11:00:00,10022,Dandenong,751.853,8.259,45.949,164.607,3.057,358.319,25.806,3.289,25.764,200.66
2020-01-13 11:00:00,2020-01-13 12:00:00,10022,Dandenong,579.547,6.187,55.148,,3.121,354.343,23.336,3.344,27.912,206.71
2020-01-13 12:00:00,2020-01-13 13:00:00,10022,Dandenong,463.518,6.002,63.34,,2.722,3.886,29.229,3.033,29.663,152.25
2020-01-13 13:00:00,2020-01-13 14:00:00,10022,Dandenong,414.757,5.669,70.709,,2.731,357.015,30.197,3.095,31.038,178.74
2020-01-13 14:00:00,2020-01-13 15:00:00,10022,Dandenong,424.123,5.355,78.124,,2.879,345.863,31.104,3.288,31.867,220.88
2020-01-13 15:00:00,2020-01-13 16:00:00,10022,Dandenong,401.294,5.561,79.629,,2.098,338.292,41.785,2.685,32.538,221.99
2020-01-13 16:00:00,2020-01-13 17:00:00,10022,Dandenong,386.19,5.195,80.32,102.095,1.938,347.474,28.144,2.164,32.703,223.08
2020-01-13 17:00:00,2020-01-13 18:00:00,10022,Dandenong,373.407,6.07,79.234,100.186,1.879,14.878,31.157,2.13,32.292,122.11
2020-01-13 18:00:00,2020-01-13 19:00:00,10022,Dandenong,391.123,8.534,73.472,103.524,1.448,43.92,27.412,1.613,31.098,59.58
2020-01-13 19:00:00,2020-01-13 20:00:00,10022,Dandenong,402.282,13.68,61.596,103.994,0.995,61.527,19.923,1.052,28.991,63.29
2020-01-13 20:00:00,2020-01-13 21:00:00,10022,Dandenong,417.45,19.575,49.028,108.184,1.231,92.283,23.81,1.335,26.795,87.55
2020-01-13 21:00:00,2020-01-13 22:00:00,10022,Dandenong,462.757,23.646,38.601,115.207,1.022,104.41,27.932,1.142,25.097,99.88
2020-01-13 22:00:00,2020-01-13 23:00:00,10022,Dandenong,535.433,28.937,22.557,132.112,0.463,181.804,71.288,1.201,23.5,196.79
2020-01-13 23:00:00,2020-01-14 00:00:00,10022,Dandenong,1330.929,17.151,41.83,236.488,0.737,124.822,56.429,1.126,22.151,125
2020-01-14 00:00:00,2020-01-14 01:00:00,10022,Dandenong,,,,313.333,0.798,334.934,58.959,1.075,20.621,247.7
2020-01-14 01:00:00,2020-01-14 02:00:00,10022,Dandenong,2973.428,12.349,39.122,476.191,1.117,332.33,26.334,1.24,20.307,266.4
2020-01-14 02:00:00,2020-01-14 03:00:00,10022,Dandenong,2935.528,12.427,37.46,456.934,1.311,352.672,30.294,1.5,19.583,198.14
2020-01-14 03:00:00,2020-01-14 04:00:00,10022,Dandenong,2671.4,13.641,35.379,424.137,2.117,326.746,17.833,2.213,19.286,311.13
2020-01-14 04:00:00,2020-01-14 05:00:00,10022,Dandenong,2370.933,11.968,34.142,365.77,1.947,326.212,18.874,2.044,18.928,310.1
2020-01-14 05:00:00,2020-01-14 06:00:00,10022,Dandenong,2417.497,21.327,26.73,369.368,2.305,316.434,16.978,2.394,18.997,310.74
2020-01-14 06:00:00,2020-01-14 07:00:00,10022,Dandenong,2459.815,18.729,32.99,378.087,2.057,307.005,19.069,2.158,19.22,303.48
2020-01-14 07:00:00,2020-01-14 08:00:00,10022,Dandenong,2203.935,15.632,35.518,345.714,2.017,294.226,19.432,2.124,19.886,294.43
2020-01-14 08:00:00,2020-01-14 09:00:00,10022,Dandenong,2084.796,20.501,36.458,321.903,1.588,300.764,26.86,1.746,21.634,293.04
2020-01-14 09:00:00,2020-01-14 10:00:00,10022,Dandenong,1852.696,21.349,48.841,291.333,1.148,287.412,42.127,1.382,23.827,276.38
2020-01-14 10:00:00,2020-01-14 11:00:00,10022,Dandenong,1539.166,17.848,69.963,253.461,0.699,215.44,67.607,1.305,26.222,207.37
2020-01-14 11:00:00,2020-01-14 12:00:00,10022,Dandenong,1167.865,16.43,77.547,201.941,1.385,204.643,55.19,1.844,28.377,202.83
2020-01-14 12:00:00,2020-01-14 13:00:00,10022,Dandenong,1280.117,20.373,84.892,209.653,1.905,199.332,28.505,2.118,30.474,196.83
2020-01-14 13:00:00,2020-01-14 14:00:00,10022,Dandenong,1064.953,17.157,110.891,186.031,1.88,166.147,46.445,2.458,32.846,168.95
2020-01-14 14:00:00,2020-01-14 15:00:00,10022,Dandenong,736.604,11.639,109.434,182.253,2.318,124.492,30.224,2.55,33.672,125.61
2020-01-14 15:00:00,2020-01-14 16:00:00,10022,Dandenong,497.187,13.691,86.834,166.694,2.962,142.748,24.482,3.214,34.234,143.56
2020-01-14 16:00:00,2020-01-14 17:00:00,10022,Dandenong,424.709,14.788,83.127,141.594,3.685,125.759,18.959,3.861,33.732,126.26
2020-01-14 17:00:00,2020-01-14 18:00:00,10022,Dandenong,524.483,16.176,83.354,168.665,4.137,127.259,14.942,4.262,32.679,126.75
2020-01-14 18:00:00,2020-01-14 19:00:00,10022,Dandenong,706.679,19.076,80.041,181.648,3.977,129.876,14.488,4.094,31.35,129.75
2020-01-14 19:00:00,2020-01-14 20:00:00,10022,Dandenong,942.091,10.776,89.147,183.499,4.036,105.923,14.721,4.146,29.914,104.49
2020-01-14 20:00:00,2020-01-14 21:00:00,10022,Dandenong,783.597,11.28,85.15,165.795,3.144,108.937,12.682,3.217,28.273,108.01
2020-01-14 21:00:00,2020-01-14 22:00:00,10022,Dandenong,620.779,11.27,77.618,129.596,2.725,113.126,11.559,2.778,27.054,112.97
2020-01-14 22:00:00,2020-01-14 23:00:00,10022,Dandenong,700.503,12.143,77.093,152.878,2.729,115.001,10.962,2.775,25.419,114.09
2020-01-14 23:00:00,2020-01-15 00:00:00,10022,Dandenong,713.475,15.526,70.982,152.328,1.951,117.912,11.17,1.986,24.193,117.1
2020-01-15 00:00:00,2020-01-15 01:00:00,10022,Dandenong,,,,154.03,0.744,146.951,56.163,1.065,22.848,167.61
2020-01-15 01:00:00,2020-01-15 02:00:00,10022,Dandenong,718.666,15.45,,153.706,0.711,127.709,31.36,0.769,21.704,133.45
2020-01-15 02:00:00,2020-01-15 03:00:00,10022,Dandenong,689.618,11.42,,140.361,0.271,83.194,77.064,0.584,20.623,153.51
2020-01-15 03:00:00,2020-01-15 04:00:00,10022,Dandenong,673.764,16.182,,133.026,0.299,75.496,62.663,0.502,19.785,137.33
2020-01-15 04:00:00,2020-01-15 05:00:00,10022,Dandenong,630.844,31.172,,125.073,0.479,58.597,43.917,0.636,19.361,96.73
2020-01-15 05:00:00,2020-01-15 06:00:00,10022,Dandenong,556.151,47.481,,116.827,0.518,85.372,40.029,0.646,19.506,86.85
2020-01-15 06:00:00,2020-01-15 07:00:00,10022,Dandenong,556.784,55.706,,127.043,0.203,346.246,90.48,0.668,20.779,193.05
2020-01-15 07:00:00,2020-01-15 08:00:00,10022,Dandenong,791.062,67.319,,177.02,0.29,154.835,85.291,0.771,24.608,180.53
2020-01-15 08:00:00,2020-01-15 09:00:00,10022,Dandenong,1650.513,22.884,,311.427,3.562,15.667,20.927,3.736,29.567,74.83
2020-01-15 09:00:00,2020-01-15 10:00:00,10022,Dandenong,1512.097,13.575,61.696,309.374,4.821,5.569,16.332,4.999,31.548,130.11
2020-01-15 10:00:00,2020-01-15 11:00:00,10022,Dandenong,1136.211,10.312,66.783,237.506,4.879,11.258,17.895,5.102,33.526,96.49
2020-01-15 11:00:00,2020-01-15 12:00:00,10022,Dandenong,732.075,8.101,67.688,168.458,4.299,4.146,22.086,4.579,35.278,151.4
2020-01-15 12:00:00,2020-01-15 13:00:00,10022,Dandenong,427.86,6.032,67.367,106.756,4.534,359.728,20.702,4.794,36.532,177.82
2020-01-15 13:00:00,2020-01-15 14:00:00,10022,Dandenong,265.645,5.225,64.459,75.7,4.307,348.229,23.492,4.658,37.3,235.32
2020-01-15 14:00:00,2020-01-15 15:00:00,10022,Dandenong,198.977,5.585,60.792,68.642,3.519,9.411,25.306,3.841,37.012,127.56
2020-01-15 15:00:00,2020-01-15 16:00:00,10022,Dandenong,133.529,8.428,48.509,111.863,3.848,235.176,69.584,5.671,29.467,186.52
2020-01-15 16:00:00,2020-01-15 17:00:00,10022,Dandenong,212.749,12.338,34.916,78.223,3.515,235.227,48.088,4.934,20.191,232.23
2020-01-15 17:00:00,2020-01-15 18:00:00,10022,Dandenong,721.703,10.418,33.161,126.997,2.399,318.847,47.729,3.321,20.481,210.03
2020-01-15 18:00:00,2020-01-15 19:00:00,10022,Dandenong,444.386,8.582,32.924,87.111,2.396,356.897,54.433,3.494,20.052,169.58
2020-01-15 19:00:00,2020-01-15 20:00:00,10022,Dandenong,81.695,7.196,34.744,-0.008,2.469,322.872,45.146,3.323,20.175,234.63
2020-01-15 20:00:00,2020-01-15 21:00:00,10022,Dandenong,60.068,8.096,30.649,-2.399,2.482,35.191,37.548,2.955,20.073,96.31
2020-01-15 21:00:00,2020-01-15 22:00:00,10022,Dandenong,629.141,7.61,34.048,98.546,2.112,214.402,38.98,2.489,19.896,205.26
2020-01-15 22:00:00,2020-01-15 23:00:00,10022,Dandenong,798.252,8.874,30.798,133.397,2.223,235.935,15.923,2.306,19.816,235.74
2020-01-15 23:00:00,2020-01-16 00:00:00,10022,Dandenong,1092.407,6.508,43.061,182.442,2.45,254.805,15.591,2.543,19.383,254.23
2020-01-16 00:00:00,2020-01-16 01:00:00,10022,Dandenong,,,,153.749,3.237,229.512,13.879,3.325,18.91,228.64
2020-01-16 01:00:00,2020-01-16 02:00:00,10022,Dandenong,469.581,3.564,38.636,89.976,3.214,222.502,14.461,3.312,18.458,221.65
2020-01-16 02:00:00,2020-01-16 03:00:00,10022,Dandenong,470.469,4.215,29.61,87.989,2.606,237.851,19.669,2.757,17.666,238.86
2020-01-16 03:00:00,2020-01-16 04:00:00,10022,Dandenong,382.784,6.841,25.236,78.099,2.71,237.731,19.361,2.862,16.851,237.67
2020-01-16 04:00:00,2020-01-16 05:00:00,10022,Dandenong,190.535,7.945,21.295,31.524,3.488,229.752,13.124,3.573,16.253,229.41
2020-01-16 05:00:00,2020-01-16 06:00:00,10022,Dandenong,147.921,13.122,18.847,27.082,4.282,229.256,12.647,4.378,15.892,229.03
2020-01-16 06:00:00,2020-01-16 07:00:00,10022,Dandenong,140.473,16.1,17.218,30.095,3.656,222.313,15.794,3.791,16.443,221.53
2020-01-16 07:00:00,2020-01-16 08:00:00,10022,Dandenong,138.813,18.832,14.249,43.562,2.764,205.777,16.842,2.877,17.103,206.22
